t,p
4509,1.189930911
4510,1.191570328
4511,1.200238717
4512,1.215658812
4513,1.235423596
4514,1.255045067
4515,1.268816337
4516,1.271486944
4517,1.259917039
4518,1.233677929
4519,1.194510169
4520,1.145342623
4521,1.089476625
4522,1.030060104
4523,0.9697929811
4524,0.9108069593
4525,0.8546792609
4526,0.8025215602
4527,0.755079673
4528,0.71279605
4529,0.6757981137
4530,0.6438155268
4531,0.6160616169
4532,0.5912202776
4533,0.5676638359
4534,0.5439189083
4535,0.519167663
4536,0.4935008518
4537,0.4677950323
4538,0.4433994109
4539,0.4219097499
4540,0.4051902567
4541,0.3956186714
4542,0.3963975113
4543,0.4115648793
4544,0.445001159
4545,0.4979722049
4546,0.5667100994
4547,0.6431100658
4548,0.718531718
4549,0.786948728
4550,0.8455242621
4551,0.8937087726
4552,0.9321822405
4553,0.9620979861
4554,0.9846245877
4555,1.000694051
4556,1.010924154
4557,1.015685033
4558,1.015260397
4559,1.010015513
4560,1.000506822
4561,0.9875281131
4562,0.9721306024
4563,0.9556676269
4564,0.9398935254
4565,0.9270912597
4566,0.920103851
4567,0.9220178564
4568,0.9353131469
4569,0.9606996043
4570,0.996143275
4571,1.036555734
4572,1.074902372
4573,1.104877521
4574,1.123235929
4575,1.130012015
4576,1.127237549
4577,1.11766087
4578,1.104032206
4579,1.088849021
4580,1.074301968
4581,1.062260277
4582,1.05423097
4583,1.051280675
4584,1.053931358
4585,1.062063444
4586,1.07488238
4587,1.090968606
4588,1.108421236
4589,1.124956072
4590,1.137806972
4591,1.143472391
4592,1.137963903
4593,1.118479297
4594,1.085662915
4595,1.043648036
4596,0.9977369554
4597,0.9524405234
4598,0.9109519762
4599,0.8753332923
4600,0.8467641533
4601,0.8256618072
4602,0.8117058857
4603,0.803860507
4604,0.8004703561
4605,0.7994580152
4606,0.7985872466
4607,0.7957586371
4608,0.7893091637
4609,0.7782754276
4610,0.762545003
4611,0.7428266435
4612,0.7205261597
4613,0.697651444
4614,0.6768689124
4615,0.6616321511
4616,0.6560711833
4617,0.6642051172
4618,0.6883207023
4619,0.7273696522
4620,0.7770125761
4621,0.8316035128
4622,0.8863793388
4623,0.9383991991
4624,0.9863542752
4625,1.029970074
4626,1.069459258
4627,1.105184045
4628,1.137504386
4629,1.166734109
4630,1.193114978
4631,1.216751802
4632,1.237531122
4633,1.255109197
4634,1.269033814
4635,1.278974802
4636,1.284982722
4637,1.287698438
4638,1.288485012
4639,1.289372901
4640,1.292672779
4641,1.300105871
4642,1.311548109
4643,1.323997231
4644,1.331773599
4645,1.328655996
4646,1.310753235
4647,1.277762954
4648,1.232083502
4649,1.177213341
4650,1.116589908
4651,1.053073052
4652,0.9888386533
4653,0.9254601369
4654,0.8640491454
4655,0.8053905391
4656,0.7500403398
4657,0.6983846531
4658,0.6506649605
4659,0.6069808233
4660,0.5672684771
4661,0.5312610651
4662,0.498459474
4663,0.4681859914
4664,0.4397733112
4665,0.4128420248
4666,0.3874964848
4667,0.3643247435
4668,0.3443092446
4669,0.3288365423
4670,0.3198961885
4671,0.3204024241
4672,0.334362624
4673,0.3662401451
4674,0.4187184038
4675,0.4895596679
4676,0.5708956562
4677,0.6527543739
4678,0.7273318692
4679,0.7904964344
4680,0.8410308943
4681,0.8793882741
4682,0.9067788442
4683,0.9246521821
4684,0.9344250909
4685,0.9373452375
4686,0.9344468887
4687,0.9265783645
4688,0.9144886174
4689,0.8989270255
4690,0.8807246947
4691,0.8608592674
4692,0.8405337752
4693,0.8212998899
4694,0.8052230194
4695,0.7949998826
4696,0.7937937558
4697,0.8045236729
4698,0.8287255877
4699,0.8655667639
4700,0.9114374132
4701,0.9604145592
4702,1.00609391
4703,1.044030135
4704,1.072875217
4705,1.093724237
4706,1.108840763
4707,1.12068849
4708,1.131443681
4709,1.142801778
4710,1.15590598
4711,1.171308429
4712,1.18896495
4713,1.208304472
4714,1.228391436
4715,1.248177913
4716,1.266780635
4717,1.283714519
4718,1.298977752
4719,1.312841369
4720,1.32519627
4721,1.334464632
4722,1.336712145
4723,1.326706895
4724,1.301500516
4725,1.262779329
4726,1.215134154
4727,1.163172034
4728,1.110165049
4729,1.05796974
4730,1.007362423
4731,0.9584085692
4732,0.9107821457
4733,0.8640384674
4734,0.8178306777
4735,0.7720431799
4736,0.7268207786
4737,0.6825039523
4738,0.6395139475
4739,0.5982428109
4740,0.5589782174
4741,0.5218789096
4742,0.4870122664
4743,0.4544606917
4744,0.4244790036
4745,0.397658013
4746,0.3750209699
4747,0.358070403
4748,0.3488309146
4749,0.3498351249
4750,0.3638527908
4751,0.3931863862
4752,0.4386252725
4753,0.4985794208
4754,0.5690180523
4755,0.6443694048
4756,0.7188773583
4757,0.787747832
4758,0.8477247921
4759,0.8971126636
4760,0.9354634723
4761,0.9631631501
4762,0.9810695222
4763,0.990252429
4764,0.9918329514
4765,0.9869036263
4766,0.9765156459
4767,0.9617147114
4768,0.9436075065
4769,0.9234393078
4770,0.9026749703
4771,0.883075878
4772,0.8667484209
4773,0.8560947349
4774,0.8535926888
4775,0.861391569
4776,0.8807970404
4777,0.9117004548
4778,0.9519117088
4779,0.9965650454
4780,1.038654192
4781,1.07161512
4782,1.092235423
4783,1.101206597
4784,1.101570751
4785,1.097018578
4786,1.09094829
4787,1.086136917
4788,1.084674154
4789,1.087944064
4790,1.096586185
4791,1.110455471
4792,1.128678031
4793,1.14984335
4794,1.172338595
4795,1.19468837
4796,1.215729842
4797,1.234467096
4798,1.249547454
4799,1.258511609
4800,1.257444497
4801,1.242331408
4802,1.212174911
4803,1.170486894
4804,1.12308807
4805,1.075246294
4806,1.030538226
4807,0.99088716
4808,0.9568691017
4809,0.9280009395
4810,0.902999553
4811,0.8800811592
4812,0.8573012291
4813,0.8329276069
4814,0.8057786696
4815,0.775422558
4816,0.742148183
4817,0.7067347286
4818,0.6701620903
4819,0.6333982281
4820,0.5973350735
4821,0.5628671828
4822,0.5310758079
4823,0.50345977
4824,0.4821252585
4825,0.469800901
4826,0.4694980709
4827,0.4836417801
4828,0.5128775898
4829,0.5554231211
4830,0.6076528973
4831,0.6654789821
4832,0.7254732587
4833,0.7852552153
4834,0.8433228579
4835,0.8986521723
4836,0.9502986901
4837,0.997164305
4838,1.038026685
4839,1.071776218
4840,1.097679995
4841,1.115503965
4842,1.125483014
4843,1.128222391
4844,1.124607449
4845,1.115776765
4846,1.103155164
4847,1.088524058
4848,1.074063872
4849,1.062283962
4850,1.055750845
4851,1.056632063
4852,1.066221073
4853,1.084582875
4854,1.110275344
4855,1.140031236
4856,1.168611302
4857,1.189463368
4858,1.196666931
4859,1.187309012
4860,1.162387611
4861,1.125645635
4862,1.08166916
4863,1.034600966
4864,0.987701286
4865,0.9433971312
4866,0.9034787852
4867,0.8692710429
4868,0.8417058125
4869,0.8212671815
4870,0.8078202371
4871,0.8004028194
4872,0.7971065704
4873,0.7952058693
4874,0.7915435315
4875,0.7831219708
4876,0.7678327718
4877,0.7451484677
4878,0.7163759178
4879,0.6842235602
4880,0.6520082234
4881,0.6230983042
4882,0.6008198981
4883,0.5885737074
4884,0.5897049092
4885,0.6067378809
4886,0.6400722281
4887,0.6871151219
4888,0.7429307444
4889,0.802099954
4890,0.8603537943
4891,0.9151515102
4892,0.9654301019
4893,1.011056986
4894,1.052329548
4895,1.089651273
4896,1.123383555
4897,1.153772016
4898,1.180818537
4899,1.204103641
4900,1.222793735
4901,1.235988517
4902,1.24322811
4903,1.244807829
4904,1.24180911
4905,1.236003104
4906,1.22972582
4907,1.225670027
4908,1.226451212
4909,1.233846699
4910,1.247805197
4911,1.265539443
4912,1.28143141
4913,1.288595368
4914,1.2817123
4915,1.258989934
4916,1.221919782
4917,1.173744585
4918,1.118060524
4919,1.058056888
4920,0.9962827253
4921,0.9346977664
4922,0.874812254
4923,0.8177991038
4924,0.7645492207
4925,0.7156946285
4926,0.671623332
4927,0.632466487
4928,0.5980509503
4929,0.5678130128
4930,0.5407600259
4931,0.51559201
4932,0.4910591951
4933,0.4664355182
4934,0.441820322
4935,0.4180740053
4936,0.3965483478
4937,0.3789263626
4938,0.3673293329
4939,0.3646093707
4940,0.3745533739
4941,0.4014324032
4942,0.4481540287
4943,0.5133566468
4944,0.5902381808
4945,0.6693515184
4946,0.7428056823
4947,0.8061692718
4948,0.857989102
4949,0.8985958318
4950,0.929151521
4951,0.9510698654
4952,0.9656867882
4953,0.9740865519
4954,0.9770448767
4955,0.9750915129
4956,0.968655359
4957,0.9582269838
4958,0.9444698432
4959,0.9282769102
4960,0.9108172315
4961,0.8936187105
4962,0.8786971904
4963,0.8686597414
4964,0.8665825693
4965,0.8754022551
4966,0.8968303066
4967,0.9302475945
4968,0.9720775437
4969,1.016161319
4970,1.055751587
4971,1.086200503
4972,1.106162404
4973,1.116842206
4974,1.12061757
4975,1.120075911
4976,1.117584466
4977,1.115176464
4978,1.114533773
4979,1.11695095
4980,1.123256832
4981,1.133723554
4982,1.148028391
4983,1.165310612
4984,1.18434789
4985,1.203791698
4986,1.222338637
4987,1.238635364
4988,1.250769517
4989,1.255561512
4990,1.248714516
4991,1.227045089
4992,1.19128662
4993,1.14583553
4994,1.095997892
4995,1.046012682
4996,0.9986253868
4997,0.955329043
4998,0.9166765887
4999,0.8825023147
